N,E,psi,u,v,r
493.008,-204.564,-0.598923,-0.000294497,0,0,
493.033,-204.777,-0.572899,-0.000632808,0,0,
493.033,-204.777,-0.572899,-0.000632808,0,0,
491.93,-205.166,-0.412632,-0.000766042,0,0,
491.93,-205.166,-0.412632,-0.000766042,0,0,
492.381,-205.34,-0.32276,9.83505e-05,0,0,
492.381,-205.34,-0.32276,9.83505e-05,0,0,
491.274,-205.269,-0.235479,-0.000788502,0,0,
491.274,-205.269,-0.235479,-0.000788502,0,0,
491.701,-205.57,-0.183242,0.000732512,0,0,
491.701,-205.57,-0.183242,0.000732512,0,0,
491.57,-206.28,-0.0243504,-0.000502332,0,0,
491.57,-206.28,-0.0243504,-0.000502332,0,0,
491.385,-205.794,0.154874,-0.000103308,0,0,
491.385,-205.794,0.154874,-0.000103308,0,0,
491.63,-206.827,0.380175,-0.000956644,0,0,
491.63,-206.827,0.380175,-0.000956644,0,0,
491,-206.492,0.569803,-0.000719017,0,0,
491,-206.492,0.569803,-0.000719017,0,0,
491.451,-207.593,0.924673,-0.000456718,0,0,
491.451,-207.593,0.924673,-0.000456718,0,0,
490.968,-208.751,1.32105,0.000280297,0,0,
490.968,-208.751,1.32105,0.000280297,0,0,
492.214,-208.588,1.64682,0.000422373,0,0,
492.214,-208.588,1.64682,0.000422373,0,0,
491.852,-209.388,1.8111,0.00163466,0,0,
491.852,-209.388,1.8111,0.00163466,0,0,
492.569,-209.056,2.18683,-0.0016586,0,0,
492.569,-209.056,2.18683,-0.0016586,0,0,
493.201,-208.65,2.40994,0.0016547,0,0,
493.201,-208.65,2.40994,0.0016547,0,0,
493.652,-208.084,2.51955,0.000611781,0,0,
493.652,-208.084,2.51955,0.000611781,0,0,
492.872,-208.741,2.50287,0.000760834,0,0,
492.872,-208.741,2.50287,0.000760834,0,0,
492.526,-208.217,2.48193,0.00167093,0,0,
492.526,-208.217,2.48193,0.00167093,0,0,
492.141,-208.459,2.36697,0.00134677,0,0,
492.141,-208.459,2.36697,0.00134677,0,0,
492.232,-208.461,2.16694,-4.22262e-05,0,0,
492.232,-208.461,2.16694,-4.22262e-05,0,0,
491.704,-209.404,2.05524,-2.45972e-05,0,0,
491.704,-209.404,2.05524,-2.45972e-05,0,0,
491.422,-208.658,1.79997,-0.000168905,0,0,
491.422,-208.658,1.79997,-0.000168905,0,0,
490.9,-209.804,1.63377,-0.000502554,0,0,
490.9,-209.804,1.63377,-0.000502554,0,0,
490.79,-209.054,1.44645,-0.000140492,0,0,
490.79,-209.054,1.44645,-0.000140492,0,0,
490.185,-208.928,1.39601,-1.40147e-05,0,0,
490.185,-208.928,1.39601,-1.40147e-05,0,0,
489.446,-209.795,1.2095,-0.000399066,0,0,
489.446,-209.795,1.2095,-0.000399066,0,0,
489.69,-211.093,1.11891,0.00303589,0,0,
489.69,-211.093,1.11891,0.00303589,0,0,
488.699,-209.637,1.00873,-0.000418452,0,0,
488.699,-209.637,1.00873,-0.000418452,0,0,
488.399,-209.733,0.998872,-0.00187865,0,0,
488.399,-209.733,0.998872,-0.00187865,0,0,
488.813,-210.237,0.858355,0.00105032,0,0,
488.813,-210.237,0.858355,0.00105032,0,0,
487.654,-209.548,0.72638,-0.000458183,0,0,
487.654,-209.548,0.72638,-0.000458183,0,0,
487.401,-210.24,0.552649,0.00113179,0,0,
487.401,-210.24,0.552649,0.00113179,0,0,
486.934,-209.566,0.407075,0.000509421,0,0,
486.934,-209.566,0.407075,0.000509421,0,0,
486.379,-208.727,0.102371,0.000967793,0,0,
486.379,-208.727,0.102371,0.000967793,0,0,
487.177,-209.153,-0.234562,-0.0019331,0,0,
487.177,-209.153,-0.234562,-0.0019331,0,0,
486.347,-208.549,-0.564207,0.000934597,0,0,
486.347,-208.549,-0.564207,0.000934597,0,0,
486.41,-208.045,-0.767481,0.000813839,0,0,
486.41,-208.045,-0.767481,0.000813839,0,0,
486.392,-207.25,-1.17493,0.000492052,0,0,
486.392,-207.25,-1.17493,0.000492052,0,0,
486.335,-206.598,-1.50639,0.000379594,0,0,
486.335,-206.598,-1.50639,0.000379594,0,0,
487.255,-206.348,-1.70171,-7.91954e-05,0,0,
487.255,-206.348,-1.70171,-7.91954e-05,0,0,
487.09,-207.132,-1.72656,0.00167959,0,0,
487.09,-207.132,-1.72656,0.00167959,0,0,
487.585,-207.403,-1.85864,-0.000955393,0,0,
487.585,-207.403,-1.85864,-0.000955393,0,0,
487.526,-207.003,-1.79079,-0.000131136,0,0,
487.526,-207.003,-1.79079,-0.000131136,0,0,
486.751,-206.714,-1.66878,-0.00264088,0,0,
486.751,-206.714,-1.66878,-0.00264088,0,0,
486.755,-207.841,-1.5683,0.000946412,0,0,
486.755,-207.841,-1.5683,0.000946412,0,0,
485.797,-206.808,-1.32332,-0.000540936,0,0,
485.797,-206.808,-1.32332,-0.000540936,0,0,
485.381,-207.557,-1.14625,-0.00101027,0,0,
485.381,-207.557,-1.14625,-0.00101027,0,0,
485.326,-207.487,-0.943368,-0.000487942,0,0,
485.326,-207.487,-0.943368,-0.000487942,0,0,
484.927,-208.139,-0.852082,-0.00299163,0,0,
484.927,-208.139,-0.852082,-0.00299163,0,0,
484.322,-208.295,-0.653027,-0.000837195,0,0,
484.322,-208.295,-0.653027,-0.000837195,0,0,
484.414,-207.338,-0.53542,-0.00143761,0,0,
484.414,-207.338,-0.53542,-0.00143761,0,0,
483.279,-208.252,-0.429707,-0.00091787,0,0,
483.279,-208.252,-0.429707,-0.00091787,0,0,
483.498,-208.758,-0.396845,0.00118685,0,0,
483.498,-208.758,-0.396845,0.00118685,0,0,
483.311,-208.45,-0.272304,5.45918e-05,0,0,
483.311,-208.45,-0.272304,5.45918e-05,0,0,
483.2,-208.746,-0.160965,-0.00042508,0,0,
483.2,-208.746,-0.160965,-0.00042508,0,0,
482.551,-209.121,-0.0388215,-0.00115171,0,0,
482.551,-209.121,-0.0388215,-0.00115171,0,0,
482.141,-209.187,0.0524333,-0.000541072,0,0,
482.141,-209.187,0.0524333,-0.000541072,0,0,
482.406,-210.1,0.313578,-0.000949727,0,0,
482.406,-210.1,0.313578,-0.000949727,0,0,
481.709,-210.217,0.552326,0.000544484,0,0,
481.709,-210.217,0.552326,0.000544484,0,0,
482.551,-210.776,0.890762,0.000550869,0,0,
482.551,-210.776,0.890762,0.000550869,0,0,
482.22,-211.648,1.11017,-0.00099854,0,0,
482.22,-211.648,1.11017,-0.00099854,0,0,
483.198,-211.846,1.50809,0.000398759,0,0,
483.198,-211.846,1.50809,0.000398759,0,0,
483.424,-211.487,1.88214,-0.00125284,0,0,
483.424,-211.487,1.88214,-0.00125284,0,0,
483.854,-212.909,2.16326,-0.00157536,0,0,
483.854,-212.909,2.16326,-0.00157536,0,0,
484.004,-212.205,2.25277,0.00116626,0,0,
484.004,-212.205,2.25277,0.00116626,0,0,
483.441,-210.939,2.49348,0.00068409,0,0,
483.441,-210.939,2.49348,0.00068409,0,0,
484.51,-212.355,2.54302,0.0015005,0,0,
484.51,-212.355,2.54302,0.0015005,0,0,
484.174,-211.389,2.4988,-0.000774474,0,0,
484.174,-211.389,2.4988,-0.000774474,0,0,
483.455,-212.053,2.41754,0.00121383,0,0,
483.455,-212.053,2.41754,0.00121383,0,0,
483.669,-211.591,2.24697,-0.000461564,0,0,
483.669,-211.591,2.24697,-0.000461564,0,0,
482.742,-212.104,2.04834,0.00115036,0,0,
482.742,-212.104,2.04834,0.00115036,0,0,
482.615,-212.349,1.84051,-0.000517722,0,0,
482.615,-212.349,1.84051,-0.000517722,0,0,
482.021,-212.138,1.72347,0.00117509,0,0,
482.021,-212.138,1.72347,0.00117509,0,0,
481.692,-213.015,1.52048,-0.000491181,0,0,
481.692,-213.015,1.52048,-0.000491181,0,0,
481.216,-212.882,1.36498,0.00107518,0,0,
481.216,-212.882,1.36498,0.00107518,0,0,
480.74,-212.865,1.24192,0.00123954,0,0,
480.74,-212.865,1.24192,0.00123954,0,0,
481.131,-213.071,1.18334,0.00110564,0,0,
481.131,-213.071,1.18334,0.00110564,0,0,
480.271,-212.649,1.05255,-3.57927e-05,0,0,
480.271,-212.649,1.05255,-3.57927e-05,0,0,
480.605,-213.198,0.975639,-7.60341e-05,0,0,
480.605,-213.198,0.975639,-7.60341e-05,0,0,
479.673,-212.312,0.880387,0.000613527,0,0,
479.673,-212.312,0.880387,0.000613527,0,0,
480.044,-212.947,0.808462,0.000258693,0,0,
480.044,-212.947,0.808462,0.000258693,0,0,
479.098,-213.093,0.599668,0.00113796,0,0,
479.098,-213.093,0.599668,0.00113796,0,0,
478.031,-212.96,0.416031,0.00236162,0,0,
478.031,-212.96,0.416031,0.00236162,0,0,
477.8,-212.6,0.150468,-0.00174085,0,0,
477.8,-212.6,0.150468,-0.00174085,0,0,
477.981,-211.567,-0.0298116,0.00336614,0,0,
477.981,-211.567,-0.0298116,0.00336614,0,0,
477.426,-211.831,-0.435729,0.000960852,0,0,
477.426,-211.831,-0.435729,0.000960852,0,0,
477.175,-210.823,-0.789102,0.000637618,0,0,
477.175,-210.823,-0.789102,0.000637618,0,0,
477.365,-211.078,-1.15667,0.000939355,0,0,
477.365,-211.078,-1.15667,0.000939355,0,0,
477.525,-210.207,-1.28911,4.09936e-05,0,0,
477.525,-210.207,-1.28911,4.09936e-05,0,0,
478.889,-209.859,-1.63668,-0.000381234,0,0,
478.889,-209.859,-1.63668,-0.000381234,0,0,
478.377,-210.252,-1.77745,0.000228161,0,0,
478.377,-210.252,-1.77745,0.000228161,0,0,
478.446,-210.668,-1.84408,0.00164407,0,0,
478.446,-210.668,-1.84408,0.00164407,0,0,
478.225,-209.747,-1.78887,0.000810145,0,0,
478.225,-209.747,-1.78887,0.000810145,0,0,
478.194,-210.088,-1.71073,-0.00088816,0,0,
478.194,-210.088,-1.71073,-0.00088816,0,0,
478.202,-210.64,-1.56121,-0.000331041,0,0,
478.202,-210.64,-1.56121,-0.000331041,0,0,
477.846,-209.762,-1.35828,-0.00172765,0,0,
477.846,-209.762,-1.35828,-0.00172765,0,0,
476.667,-210.475,-1.24776,-0.000946197,0,0,
476.667,-210.475,-1.24776,-0.000946197,0,0,
476.803,-210.458,-1.00267,-0.000504485,0,0,
476.803,-210.458,-1.00267,-0.000504485,0,0,
476.407,-210.398,-0.815449,-0.000443926,0,0,
476.407,-210.398,-0.815449,-0.000443926,0,0,
475.801,-210.91,-0.664362,-0.000849769,0,0,
475.801,-210.91,-0.664362,-0.000849769,0,0,
475.243,-211.125,-0.620119,-0.000225175,0,0,
475.243,-211.125,-0.620119,-0.000225175,0,0,
474.866,-211.3,-0.44502,-0.00292627,0,0,
474.866,-211.3,-0.44502,-0.00292627,0,0,
475.022,-211.352,-0.367453,0.000127587,0,0,
475.022,-211.352,-0.367453,0.000127587,0,0,
474.068,-211.902,-0.279315,-0.00069537,0,0,
474.068,-211.902,-0.279315,-0.00069537,0,0,
474.442,-211.874,-0.226976,-0.00157905,0,0,
474.442,-211.874,-0.226976,-0.00157905,0,0,
474.037,-211.922,-0.0811198,-0.000470953,0,0,
474.037,-211.922,-0.0811198,-0.000470953,0,0,
473.944,-212.926,0.0683256,-0.00089852,0,0,
473.944,-212.926,0.0683256,-0.00089852,0,0,
473.077,-213.097,0.278399,-0.00115307,0,0,
473.077,-213.097,0.278399,-0.00115307,0,0,
473.719,-213.135,0.415823,-0.000104677,0,0,
473.719,-213.135,0.415823,-0.000104677,0,0,
473.294,-214.079,0.780857,-0.00158336,0,0,
473.294,-214.079,0.780857,-0.00158336,0,0,
474.15,-213.919,1.11886,-0.000675263,0,0,
474.15,-213.919,1.11886,-0.000675263,0,0,
473.907,-215.157,1.4934,0.00031428,0,0,
473.907,-215.157,1.4934,0.00031428,0,0,
474.25,-215.55,1.65442,0.00157841,0,0,
474.25,-215.55,1.65442,0.00157841,0,0,
475.123,-215.72,2.06659,0.000576779,0,0,
475.123,-215.72,2.06659,0.000576779,0,0,
475.276,-215.061,2.30852,-0.00168349,0,0,
475.276,-215.061,2.30852,-0.00168349,0,0,
474.984,-215.59,2.48267,0.000405999,0,0,
474.984,-215.59,2.48267,0.000405999,0,0,
475.29,-214.664,2.50041,-0.00063695,0,0,
475.29,-214.664,2.50041,-0.00063695,0,0,
475.345,-214.313,2.52409,-0.000155802,0,0,
475.345,-214.313,2.52409,-0.000155802,0,0,
475.22,-215.051,2.43488,0.000815505,0,0,
475.22,-215.051,2.43488,0.000815505,0,0,
475.06,-215.149,2.27682,0.000226575,0,0,
475.06,-215.149,2.27682,0.000226575,0,0,
475.008,-215.349,2.15513,0.00103219,0,0,
475.008,-215.349,2.15513,0.00103219,0,0,
473.494,-215.189,1.92794,0.00241224,0,0,
473.494,-215.189,1.92794,0.00241224,0,0,
473.756,-216.779,1.70433,0.000317729,0,0,
473.756,-216.779,1.70433,0.000317729,0,0,
473.491,-215.744,1.53681,-0.000149837,0,0,
473.491,-215.744,1.53681,-0.000149837,0,0,
472.587,-215.352,1.48518,-0.000404789,0,0,
472.587,-215.352,1.48518,-0.000404789,0,0,
472.201,-215.81,1.27665,0.00248315,0,0,
472.201,-215.81,1.27665,0.00248315,0,0,
471.976,-216.104,1.14993,0.00122692,0,0,
471.976,-216.104,1.14993,0.00122692,0,0,
472.366,-216.31,1.09135,0.00108773,0,0,
472.366,-216.31,1.09135,0.00108773,0,0,
471.411,-215.9,1.0457,0.000293317,0,0,
471.411,-215.9,1.0457,0.000293317,0,0,
471.36,-215.652,0.92441,0.00061657,0,0,
471.36,-215.652,0.92441,0.00061657,0,0,
470.802,-217.856,0.794246,0.00119669,0,0,
470.802,-217.856,0.794246,0.00119669,0,0,
469.608,-215.464,0.651091,0.000750831,0,0,
469.608,-215.464,0.651091,0.000750831,0,0,
469.881,-216.087,0.542013,-6.02534e-05,0,0,
469.881,-216.087,0.542013,-6.02534e-05,0,0,
469.896,-216.019,0.251259,0.000752046,0,0,
469.896,-216.019,0.251259,0.000752046,0,0,
469.202,-215.879,-0.0522675,-0.00038938,0,0,
469.202,-215.879,-0.0522675,-0.00038938,0,0,
468.26,-213.888,-0.379925,1.95202e-05,0,0,
468.26,-213.888,-0.379925,1.95202e-05,0,0,
468.863,-214.563,-0.599291,-0.00129724,0,0,
468.863,-214.563,-0.599291,-0.00129724,0,0,
468.604,-213.806,-1.01301,0.00055382,0,0,
468.604,-213.806,-1.01301,0.00055382,0,0,
468.547,-213.153,-1.34448,0.000438192,0,0,
468.547,-213.153,-1.34448,0.000438192,0,0,
470.263,-213.29,-1.59345,-0.000219401,0,0,
470.263,-213.29,-1.59345,-0.000219401,0,0,
469.358,-212.871,-1.66136,0.00016421,0,0,
469.358,-212.871,-1.66136,0.00016421,0,0,
470.295,-213.652,-1.83158,-0.000190839,0,0,
470.295,-213.652,-1.83158,-0.000190839,0,0,
469.637,-213.836,-1.82424,-0.0016658,0,0,
469.637,-213.836,-1.82424,-0.0016658,0,0,
469.894,-213.131,-1.73672,-0.000797871,0,0,
469.894,-213.131,-1.73672,-0.000797871,0,0,
469.463,-213.922,-1.62417,-0.00188086,0,0,
469.463,-213.922,-1.62417,-0.00188086,0,0,
468.861,-213.697,-1.4278,-0.00102088,0,0,
468.861,-213.697,-1.4278,-0.00102088,0,0,
468.552,-213.975,-1.21644,-0.00104354,0,0,
468.552,-213.975,-1.21644,-0.00104354,0,0,
468.156,-213.916,-1.02922,-0.000521222,0,0,
468.156,-213.916,-1.02922,-0.000521222,0,0,
468.129,-213.411,-0.921244,-0.000591188,0,0,
468.129,-213.411,-0.921244,-0.000591188,0,0,
467.345,-214.063,-0.734753,-0.000863072,0,0,
467.345,-214.063,-0.734753,-0.000863072,0,0,
466.844,-214.289,-0.565598,-0.000816896,0,0,
466.844,-214.289,-0.565598,-0.000816896,0,0,
465.961,-214.41,-0.480853,-0.000731221,0,0,
465.961,-214.41,-0.480853,-0.000731221,0,0,
466.345,-214.365,-0.433289,0.000408705,0,0,
466.345,-214.365,-0.433289,0.000408705,0,0,
465.524,-214.583,-0.309386,8.65586e-05,0,0,
465.524,-214.583,-0.309386,8.65586e-05,0,0,
465.809,-215.249,-0.220802,0.00035711,0,0,
465.809,-215.249,-0.220802,0.00035711,0,0,
465.495,-215.299,-0.0995492,-0.000454592,0,0,
465.495,-215.299,-0.0995492,-0.000454592,0,0,
465.141,-215.05,-0.0239083,-0.00167137,0,0,
465.141,-215.05,-0.0239083,-0.00167137,0,0,
465.268,-215.706,0.195555,-0.000951513,0,0,
465.268,-215.706,0.195555,-0.000951513,0,0,
465.216,-216.331,0.453964,0.000228712,0,0,
465.216,-216.331,0.453964,0.000228712,0,0,
465.164,-217.187,0.736801,-0.00105063,0,0,
465.164,-217.187,0.736801,-0.00105063,0,0,
464.337,-216.794,0.91294,0.000571728,0,0,
464.337,-216.794,0.91294,0.000571728,0,0,
465.579,-217.991,1.33381,-0.00182581,0,0,
465.579,-217.991,1.33381,-0.00182581,0,0,
465.528,-218.965,1.70407,-0.00113592,0,0,
465.528,-218.965,1.70407,-0.00113592,0,0,
466.528,-219.018,2.0291,0.000546707,0,0,
466.528,-219.018,2.0291,0.000546707,0,0,
465.452,-217.887,2.14041,2.05375e-05,0,0,
465.452,-217.887,2.14041,2.05375e-05,0,0,
467.241,-218.913,2.41196,-0.000844188,0,0,
467.241,-218.913,2.41196,-0.000844188,0,0,
466.703,-218.357,2.53282,0.00093055,0,0,
466.703,-218.357,2.53282,0.00093055,0,0,
466.701,-217.993,2.53353,-7.98717e-05,0,0,
466.701,-217.993,2.53353,-7.98717e-05,0,0,
466.341,-218.092,2.47287,-0.00014515,0,0,
466.341,-218.092,2.47287,-0.00014515,0,0,
466.479,-218.278,2.32672,0.00158173,0,0,
466.479,-218.278,2.32672,0.00158173,0,0,
465.771,-218.177,2.15462,-3.79018e-05,0,0,
465.771,-218.177,2.15462,-3.79018e-05,0,0,
465.669,-219.049,1.9365,2.1318e-05,0,0,
465.669,-219.049,1.9365,2.1318e-05,0,0,
464.709,-218.947,1.81767,0.00116875,0,0,
464.709,-218.947,1.81767,0.00116875,0,0,
464.687,-218.56,1.6017,-0.00015389,0,0,
464.687,-218.56,1.6017,-0.00015389,0,0,
464.164,-219.707,1.4355,-0.000482211,0,0,
464.164,-219.707,1.4355,-0.000482211,0,0,
463.865,-219.137,1.29179,0.000770884,0,0,
463.865,-219.137,1.29179,0.000770884,0,0,
463.224,-218.615,1.26184,0.00068138,0,0,
463.224,-218.615,1.26184,0.00068138,0,0,
463.276,-220.825,1.10722,0.00303093,0,0,
463.276,-220.825,1.10722,0.00303093,0,0,
462.63,-219.089,1.00359,0.00168516,0,0,
462.63,-219.089,1.00359,0.00168516,0,0,
462.042,-219.12,0.928198,0.000619726,0,0,
462.042,-219.12,0.928198,0.000619726,0,0,
462.414,-219.754,0.856273,0.000265344,0,0,
462.414,-219.754,0.856273,0.000265344,0,0,
461.561,-219.353,0.705933,-8.37524e-05,0,0,
461.561,-219.353,0.705933,-8.37524e-05,0,0,
461.277,-219.694,0.522708,0.00112645,0,0,
461.277,-219.694,0.522708,0.00112645,0,0,
460.999,-219.186,0.275943,0.00109929,0,0,
460.999,-219.186,0.275943,0.00109929,0,0,
461.156,-218.697,0.113907,-0.000298816,0,0,
461.156,-218.697,0.113907,-0.000298816,0,0,
460.02,-218.963,-0.280303,0.000115178,0,0,
460.02,-218.963,-0.280303,0.000115178,0,0,
459.264,-217.498,-0.620942,0.00100806,0,0,
459.264,-217.498,-0.620942,0.00100806,0,0,
460.25,-217.339,-0.964239,0.000584509,0,0,
460.25,-217.339,-0.964239,0.000584509,0,0,
460.113,-216.971,-1.14373,0.000674583,0,0,
460.113,-216.971,-1.14373,0.000674583,0,0,
461.609,-215.745,-1.51086,0.00130721,0,0,
461.609,-215.745,-1.51086,0.00130721,0,0,
460.743,-216.606,-1.7218,-0.00157879,0,0,
460.743,-216.606,-1.7218,-0.00157879,0,0,
461.149,-216.7,-1.85026,-7.53107e-05,0,0,
461.149,-216.7,-1.85026,-7.53107e-05,0,0,
460.793,-216.757,-1.79436,-0.00170506,0,0,
460.793,-216.757,-1.79436,-0.00170506,0,0,
461.329,-216.045,-1.78778,-0.000130177,0,0,
461.329,-216.045,-1.78778,-0.000130177,0,0,
460.856,-217.133,-1.64745,-0.000612252,0,0,
460.856,-217.133,-1.64745,-0.000612252,0,0,
459.849,-217.32,-1.45642,-0.00119885,0,0,
459.849,-217.32,-1.45642,-0.00119885,0,0,
460.334,-216.963,-1.36078,-0.000445547,0,0,
460.334,-216.963,-1.36078,-0.000445547,0,0,
459.586,-217,-1.0957,-0.000538056,0,0,
459.586,-217,-1.0957,-0.000538056,0,0,
459.191,-216.94,-0.908482,-0.000475448,0,0,
459.191,-216.94,-0.908482,-0.000475448,0,0,
458.584,-217.452,-0.757395,-0.000877052,0,0,
458.584,-217.452,-0.757395,-0.000877052,0,0,
457.745,-217.775,-0.677456,-0.000911495,0,0,
457.745,-217.775,-0.677456,-0.000911495,0,0,
457.788,-217.519,-0.530329,-0.00290552,0,0,
457.788,-217.519,-0.530329,-0.00290552,0,0,
456.845,-217.771,-0.42049,-0.000927312,0,0,
456.845,-217.771,-0.42049,-0.000927312,0,0,
457.261,-217.867,-0.322883,-0.000314872,0,0,
457.261,-217.867,-0.322883,-0.000314872,0,0,
456.944,-218.451,-0.279217,0.00111556,0,0,
456.944,-218.451,-0.279217,0.00111556,0,0,
456.694,-218.058,-0.16974,-0.00159562,0,0,
456.694,-218.058,-0.16974,-0.00159562,0,0,
456.985,-219.054,-0.0221119,0.000430443,0,0,
456.985,-219.054,-0.0221119,0.000430443,0,0,
456.748,-218.863,0.151766,-0.000100573,0,0,
456.748,-218.863,0.151766,-0.000100573,0,0,
456.046,-219.28,0.283093,-0.00327046,0,0,
456.046,-219.28,0.283093,-0.00327046,0,0,
455.848,-219.623,0.602257,-0.00214596,0,0,
455.848,-219.623,0.602257,-0.00214596,0,0,
456.394,-220.554,0.953237,0.000807583,0,0,
456.394,-220.554,0.953237,0.000807583,0,0,
457.073,-221.655,1.28932,-0.00184307,0,0,
457.073,-221.655,1.28932,-0.00184307,0,0,
456.553,-221.29,1.47306,-0.00090831,0,0,
456.553,-221.29,1.47306,-0.00090831,0,0,
457.398,-222.029,1.90822,7.85434e-05,0,0,
457.398,-222.029,1.90822,7.85434e-05,0,0,
457.907,-221.998,2.19624,-0.00166581,0,0,
457.907,-221.998,2.19624,-0.00166581,0,0,
458.121,-221.025,2.37739,0.000245638,0,0,
458.121,-221.025,2.37739,0.000245638,0,0,
457.9,-221.766,2.4369,0.000472985,0,0,
457.9,-221.766,2.4369,0.000472985,0,0,
458.068,-220.814,2.53142,-0.000597572,0,0,
458.068,-220.814,2.53142,-0.000597572,0,0,
457.932,-221.663,2.47996,-0.000306626,0,0,
457.932,-221.663,2.47996,-0.000306626,0,0,
457.619,-221.531,2.34925,-0.00065211,0,0,
457.619,-221.531,2.34925,-0.00065211,0,0,
457.63,-221.795,2.23114,0.000238829,0,0,
457.63,-221.795,2.23114,0.000238829,0,0,
456.683,-221.941,2.02234,0.00115339,0,0,
456.683,-221.941,2.02234,0.00115339,0,0,
456.564,-221.555,1.80307,-0.000169607,0,0,
456.564,-221.555,1.80307,-0.000169607,0,0,
455.879,-221.808,1.60344,0.00118611,0,0,
455.879,-221.808,1.60344,0.00118611,0,0,
455.553,-221.859,1.51169,0.00119366,0,0,
455.553,-221.859,1.51169,0.00119366,0,0,
454.674,-222.893,1.34281,-0.000424415,0,0,
454.674,-222.893,1.34281,-0.000424415,0,0,
454.355,-222.604,1.20872,0.00124355,0,0,
454.355,-222.604,1.20872,0.00124355,0,0,
453.944,-222.208,1.12148,-1.77703e-05,0,0,
453.944,-222.208,1.12148,-1.77703e-05,0,0,
454.274,-222.646,1.07277,0.000295743,0,0,
454.274,-222.646,1.07277,0.000295743,0,0,
454.223,-222.846,0.951086,0.00106288,0,0,
454.223,-222.846,0.951086,0.00106288,0,0,
453.281,-222.03,0.866733,0.000611216,0,0,
453.281,-222.03,0.866733,0.000611216,0,0,
452.864,-222.105,0.727052,-7.95978e-05,0,0,
452.864,-222.105,0.727052,-7.95978e-05,0,0,
452.335,-223.048,0.615349,-9.85046e-05,0,0,
452.335,-223.048,0.615349,-9.85046e-05,0,0,
452.718,-222.493,0.373689,0.000852551,0,0,
452.718,-222.493,0.373689,0.000852551,0,0,
451.556,-221.538,0.102352,0.000971502,0,0,
451.556,-221.538,0.102352,0.000971502,0,0,
451.044,-222.384,-0.242633,0.000700706,0,0,
451.044,-222.384,-0.242633,0.000700706,0,0,
451.155,-220.815,-0.409667,-0.000213685,0,0,
451.155,-220.815,-0.409667,-0.000213685,0,0,
451.071,-220.377,-0.849074,0.000614793,0,0,
451.071,-220.377,-0.849074,0.000614793,0,0,
451.068,-220.204,-1.19159,0.000499242,0,0,
451.068,-220.204,-1.19159,0.000499242,0,0,
452.525,-219.12,-1.48273,0.00133532,0,0,
452.525,-219.12,-1.48273,0.00133532,0,0,
451.651,-219.507,-1.58046,-0.00018696,0,0,
451.651,-219.507,-1.58046,-0.00018696,0,0,
453.212,-219.38,-1.81283,-1.24751e-05,0,0,
453.212,-219.38,-1.81283,-1.24751e-05,0,0,
452.647,-219.767,-1.83876,-0.000843393,0,0,
452.647,-219.767,-1.83876,-0.000843393,0,0,
452.074,-219.824,-1.79884,0.000559758,0,0,
452.074,-219.824,-1.79884,0.000559758,0,0,
451.77,-219.432,-1.71107,-0.000194438,0,0,
451.77,-219.432,-1.71107,-0.000194438,0,0,
452.066,-220.438,-1.54072,-0.000896194,0,0,
452.066,-220.438,-1.54072,-0.000896194,0,0,
451.704,-220.33,-1.34878,-0.00317889,0,0,
451.704,-220.33,-1.34878,-0.00317889,0,0,
451.205,-220.201,-1.13165,-0.000554879,0,0,
451.205,-220.201,-1.13165,-0.000554879,0,0,
450.428,-219.668,-0.996394,-0.000420187,0,0,
450.428,-219.668,-0.996394,-0.000420187,0,0,
450.012,-220.417,-0.819326,-0.000891655,0,0,
450.012,-220.417,-0.819326,-0.000891655,0,0,
449.511,-220.643,-0.650171,-0.000840061,0,0,
449.511,-220.643,-0.650171,-0.000840061,0,0,
449.218,-221.009,-0.540816,-0.00290264,0,0,
449.218,-221.009,-0.540816,-0.00290264,0,0,
449.054,-220.629,-0.492805,-0.000660149,0,0,
449.054,-220.629,-0.492805,-0.000660149,0,0,
448.566,-221.22,-0.355884,-0.000964888,0,0,
448.566,-221.22,-0.355884,-0.000964888,0,0,
447.32,-221.134,-0.273909,-0.00204534,0,0,
447.32,-221.134,-0.273909,-0.00204534,0,0,
448.027,-221.337,-0.159145,-4.40249e-06,0,0,
448.027,-221.337,-0.159145,-4.40249e-06,0,0,
447.718,-222.044,-0.112551,0.00100711,0,0,
447.718,-222.044,-0.112551,0.00100711,0,0,
447.139,-222.196,0.0884561,-0.00322289,0,0,
447.139,-222.196,0.0884561,-0.00322289,0,0,
447.355,-221.623,0.301982,0.00150622,0,0,
447.355,-221.623,0.301982,0.00150622,0,0,
447.035,-222.556,0.569377,-5.29685e-05,0,0,
447.035,-222.556,0.569377,-5.29685e-05,0,0,
447.515,-223.005,0.76469,0.00023266,0,0,
447.515,-223.005,0.76469,0.00023266,0,0,
447.276,-224.351,1.16835,-0.00156574,0,0,
447.276,-224.351,1.16835,-0.00156574,0,0,
447.589,-224.752,1.52709,0.000330888,0,0,
447.589,-224.752,1.52709,0.000330888,0,0,
448.835,-224.589,1.85286,0.000488916,0,0,
448.835,-224.589,1.85286,0.000488916,0,0,
448.711,-224.979,2.01558,0.00171073,0,0,
448.711,-224.979,2.01558,0.00171073,0,0,
449.575,-224.464,2.33965,-0.000665384,0,0,
449.575,-224.464,2.33965,-0.000665384,0,0,
