N,E,psi,u,v,r
523.028,-165.26,-2.1583,0.00036374,0,0,
523.282,-164.699,-2.16294,0.000797768,0,0,
523.282,-164.699,-2.16294,0.000797768,0,0,
522.574,-164.556,-2.14972,-0.000266416,0,0,
522.574,-164.556,-2.14972,-0.000266416,0,0,
522.857,-164.665,-2.16515,-4.23083e-05,0,0,
522.857,-164.665,-2.16515,-4.23083e-05,0,0,
523.019,-164.512,-2.16935,-4.23083e-05,0,0,
523.019,-164.512,-2.16935,-4.23083e-05,0,0,
522.454,-164.964,-2.13042,0.000524663,0,0,
522.454,-164.964,-2.13042,0.000524663,0,0,
523.156,-165.362,-2.16383,0.000316752,0,0,
523.156,-165.362,-2.16383,0.000316752,0,0,
523.012,-164.726,-2.16328,-4.23083e-05,0,0,
523.012,-164.726,-2.16328,-4.23083e-05,0,0,
523.079,-164.697,-2.16772,0.00036374,0,0,
523.079,-164.697,-2.16772,0.00036374,0,0,
522.608,-165.026,-2.12855,0.000524663,0,0,
522.608,-165.026,-2.12855,0.000524663,0,0,
522.875,-165.312,-2.16014,0.000586052,0,0,
522.875,-165.312,-2.16014,0.000586052,0,0,
523.166,-164.788,-2.16141,-4.23083e-05,0,0,
523.166,-164.788,-2.16141,-4.23083e-05,0,0,
523.105,-165.129,-2.16876,0.00036374,0,0,
523.105,-165.129,-2.16876,0.00036374,0,0,
523.117,-164.329,-2.15022,-0.000266416,0,0,
523.117,-164.329,-2.15022,-0.000266416,0,0,
523.177,-164.932,-2.16882,0.00036374,0,0,
523.177,-164.932,-2.16882,0.00036374,0,0,
522.948,-164.697,-2.13997,-0.000266416,0,0,
522.948,-164.697,-2.13997,-0.000266416,0,0,
523.102,-165.176,-2.15832,-4.23083e-05,0,0,
523.102,-165.176,-2.15832,-4.23083e-05,0,0,
523.262,-164.739,-2.16321,0.000797768,0,0,
523.262,-164.739,-2.16321,0.000797768,0,0,
523.304,-164.609,-2.15546,-0.000266416,0,0,
523.304,-164.609,-2.15546,-0.000266416,0,0,
522.088,-164.691,-2.15993,0.00139169,0,0,
522.088,-164.691,-2.15993,0.00139169,0,0,
522.999,-164.551,-2.16961,-4.23083e-05,0,0,
522.999,-164.551,-2.16961,-4.23083e-05,0,0,
522.737,-164.667,-2.13072,-0.000361516,0,0,
522.737,-164.667,-2.13072,-0.000361516,0,0,
523.136,-165.402,-2.16409,0.000316752,0,0,
523.136,-165.402,-2.16409,0.000316752,0,0,
522.992,-164.766,-2.16354,-4.23083e-05,0,0,
522.992,-164.766,-2.16354,-4.23083e-05,0,0,
523.059,-164.736,-2.16798,0.00036374,0,0,
523.059,-164.736,-2.16798,0.00036374,0,0,
522.83,-164.501,-2.13913,-0.000266416,0,0,
522.83,-164.501,-2.13913,-0.000266416,0,0,
522.855,-165.352,-2.1604,0.000586052,0,0,
522.855,-165.352,-2.1604,0.000586052,0,0,
523.146,-164.828,-2.16167,-4.23083e-05,0,0,
523.146,-164.828,-2.16167,-4.23083e-05,0,0,
523.214,-164.798,-2.16611,0.00036374,0,0,
523.214,-164.798,-2.16611,0.00036374,0,0,
522.36,-165.27,-2.13826,0.000458149,0,0,
522.36,-165.27,-2.13826,0.000458149,0,0,
523.072,-164.43,-2.17878,-0.00037679,0,0,
523.072,-164.43,-2.17878,-0.00037679,0,0,
522.326,-165.18,-2.13936,0.000458149,0,0,
522.326,-165.18,-2.13936,0.000458149,0,0,
522.975,-165.323,-2.15963,0.000586052,0,0,
522.975,-165.323,-2.15963,0.000586052,0,0,
523.172,-164.922,-2.16114,0.00036374,0,0,
523.172,-164.922,-2.16114,0.00036374,0,0,
523.204,-165.14,-2.16826,0.00036374,0,0,
523.204,-165.14,-2.16826,0.00036374,0,0,
523.217,-164.34,-2.14972,-0.000266416,0,0,
523.217,-164.34,-2.14972,-0.000266416,0,0,
522.656,-164.559,-2.15991,0.00036374,0,0,
522.656,-164.559,-2.15991,0.00036374,0,0,
523.089,-165.137,-2.17152,0.000316752,0,0,
523.089,-165.137,-2.17152,0.000316752,0,0,
522.823,-164.239,-2.15973,-0.000266416,0,0,
522.823,-164.239,-2.15973,-0.000266416,0,0,
522.379,-164.953,-2.13205,0.000524663,0,0,
522.379,-164.953,-2.13205,0.000524663,0,0,
523.082,-165.352,-2.16545,0.000316752,0,0,
523.082,-165.352,-2.16545,0.000316752,0,0,
522.937,-164.715,-2.16491,-4.23083e-05,0,0,
522.937,-164.715,-2.16491,-4.23083e-05,0,0,
523.005,-164.686,-2.16934,0.00036374,0,0,
523.005,-164.686,-2.16934,0.00036374,0,0,
522.534,-165.015,-2.13018,0.000524663,0,0,
522.534,-165.015,-2.13018,0.000524663,0,0,
522.8,-165.301,-2.16176,0.000586052,0,0,
522.8,-165.301,-2.16176,0.000586052,0,0,
523.091,-164.777,-2.16304,-4.23083e-05,0,0,
523.091,-164.777,-2.16304,-4.23083e-05,0,0,
523.159,-164.748,-2.16747,0.00036374,0,0,
523.159,-164.748,-2.16747,0.00036374,0,0,
522.306,-165.219,-2.13962,0.000458149,0,0,
522.306,-165.219,-2.13962,0.000458149,0,0,
522.955,-165.363,-2.15989,0.000586052,0,0,
522.955,-165.363,-2.15989,0.000586052,0,0,
523.245,-164.839,-2.16117,-4.23083e-05,0,0,
523.245,-164.839,-2.16117,-4.23083e-05,0,0,
523.184,-165.18,-2.16852,0.00036374,0,0,
523.184,-165.18,-2.16852,0.00036374,0,0,
523.197,-164.38,-2.14998,-0.000266416,0,0,
523.197,-164.38,-2.14998,-0.000266416,0,0,
522.636,-164.599,-2.16017,0.00036374,0,0,
522.636,-164.599,-2.16017,0.00036374,0,0,
523.069,-165.177,-2.17178,0.000316752,0,0,
523.069,-165.177,-2.17178,0.000316752,0,0,
522.803,-164.279,-2.15999,-0.000266416,0,0,
522.803,-164.279,-2.15999,-0.000266416,0,0,
522.663,-164.656,-2.13235,-0.000361516,0,0,
522.663,-164.656,-2.13235,-0.000361516,0,0,
523.062,-165.391,-2.16571,0.000316752,0,0,
523.062,-165.391,-2.16571,0.000316752,0,0,
522.917,-164.755,-2.16517,-4.23083e-05,0,0,
522.917,-164.755,-2.16517,-4.23083e-05,0,0,
522.957,-164.34,-2.15812,-0.000266416,0,0,
522.957,-164.34,-2.15812,-0.000266416,0,0,
522.514,-165.055,-2.13044,0.000524663,0,0,
522.514,-165.055,-2.13044,0.000524663,0,0,
522.78,-165.341,-2.16202,0.000586052,0,0,
522.78,-165.341,-2.16202,0.000586052,0,0,
523.071,-164.817,-2.1633,-4.23083e-05,0,0,
523.071,-164.817,-2.1633,-4.23083e-05,0,0,
523.139,-164.787,-2.16773,0.00036374,0,0,
523.139,-164.787,-2.16773,0.00036374,0,0,
522.668,-165.117,-2.12857,0.000524663,0,0,
522.668,-165.117,-2.12857,0.000524663,0,0,
522.934,-165.403,-2.16015,0.000586052,0,0,
522.934,-165.403,-2.16015,0.000586052,0,0,
523.225,-164.879,-2.16143,-4.23083e-05,0,0,
523.225,-164.879,-2.16143,-4.23083e-05,0,0,
523.293,-164.849,-2.16586,0.00036374,0,0,
523.293,-164.849,-2.16586,0.00036374,0,0,
522.053,-165.005,-2.15408,0.000458149,0,0,
522.053,-165.005,-2.15408,0.000458149,0,0,
522.738,-164.901,-2.17168,0.00036374,0,0,
522.738,-164.901,-2.17168,0.00036374,0,0,
522.812,-164.328,-2.14287,-0.000361516,0,0,
522.812,-164.328,-2.14287,-0.000361516,0,0,
522.811,-164.704,-2.17173,0.00036374,0,0,
522.811,-164.704,-2.17173,0.00036374,0,0,
522.643,-164.696,-2.13261,-0.000361516,0,0,
522.643,-164.696,-2.13261,-0.000361516,0,0,
523.042,-165.431,-2.16598,0.000316752,0,0,
523.042,-165.431,-2.16598,0.000316752,0,0,
522.897,-164.795,-2.16543,-4.23083e-05,0,0,
522.897,-164.795,-2.16543,-4.23083e-05,0,0,
522.937,-164.38,-2.15838,-0.000266416,0,0,
522.937,-164.38,-2.15838,-0.000266416,0,0,
522.494,-165.095,-2.1307,0.000524663,0,0,
522.494,-165.095,-2.1307,0.000524663,0,0,
522.889,-165.01,-2.15937,-4.23083e-05,0,0,
522.889,-165.01,-2.15937,-4.23083e-05,0,0,
523.051,-164.857,-2.16356,-4.23083e-05,0,0,
523.051,-164.857,-2.16356,-4.23083e-05,0,0,
523.119,-164.827,-2.16799,0.00036374,0,0,
523.119,-164.827,-2.16799,0.00036374,0,0,
522.89,-164.592,-2.13914,-0.000266416,0,0,
522.89,-164.592,-2.13914,-0.000266416,0,0,
522.914,-165.442,-2.16041,0.000586052,0,0,
522.914,-165.442,-2.16041,0.000586052,0,0,
523.205,-164.919,-2.16169,-4.23083e-05,0,0,
523.205,-164.919,-2.16169,-4.23083e-05,0,0,
523.273,-164.889,-2.16612,0.00036374,0,0,
523.273,-164.889,-2.16612,0.00036374,0,0,
522.033,-165.045,-2.15434,0.000458149,0,0,
522.033,-165.045,-2.15434,0.000458149,0,0,
522.718,-164.941,-2.17194,0.00036374,0,0,
522.718,-164.941,-2.17194,0.00036374,0,0,
522.792,-164.368,-2.14313,-0.000361516,0,0,
522.792,-164.368,-2.14313,-0.000361516,0,0,
522.79,-164.744,-2.17199,0.00036374,0,0,
522.79,-164.744,-2.17199,0.00036374,0,0,
522.623,-164.736,-2.13287,-0.000361516,0,0,
522.623,-164.736,-2.13287,-0.000361516,0,0,
523.022,-165.471,-2.16624,0.000316752,0,0,
523.022,-165.471,-2.16624,0.000316752,0,0,
522.877,-164.835,-2.16569,-4.23083e-05,0,0,
522.877,-164.835,-2.16569,-4.23083e-05,0,0,
522.917,-164.42,-2.15864,-0.000266416,0,0,
522.917,-164.42,-2.15864,-0.000266416,0,0,
522.777,-164.797,-2.131,-0.000361516,0,0,
522.777,-164.797,-2.131,-0.000361516,0,0,
522.869,-165.05,-2.15963,-4.23083e-05,0,0,
522.869,-165.05,-2.15963,-4.23083e-05,0,0,
523.031,-164.897,-2.16382,-4.23083e-05,0,0,
523.031,-164.897,-2.16382,-4.23083e-05,0,0,
523.071,-164.482,-2.15677,-0.000266416,0,0,
523.071,-164.482,-2.15677,-0.000266416,0,0,
522.87,-164.632,-2.1394,-0.000266416,0,0,
522.87,-164.632,-2.1394,-0.000266416,0,0,
522.93,-165.235,-2.158,0.00036374,0,0,
522.93,-165.235,-2.158,0.00036374,0,0,
523.185,-164.959,-2.16195,-4.23083e-05,0,0,
523.185,-164.959,-2.16195,-4.23083e-05,0,0,
523.253,-164.929,-2.16638,0.00036374,0,0,
523.253,-164.929,-2.16638,0.00036374,0,0,
522.013,-165.085,-2.1546,0.000458149,0,0,
522.013,-165.085,-2.1546,0.000458149,0,0,
522.791,-164.857,-2.17196,-4.23083e-05,0,0,
522.791,-164.857,-2.17196,-4.23083e-05,0,0,
522.772,-164.408,-2.14339,-0.000361516,0,0,
522.772,-164.408,-2.14339,-0.000361516,0,0,
522.77,-164.784,-2.17226,0.00036374,0,0,
522.77,-164.784,-2.17226,0.00036374,0,0,
522.603,-164.776,-2.13313,-0.000361516,0,0,
522.603,-164.776,-2.13313,-0.000361516,0,0,
522.695,-165.028,-2.16176,-4.23083e-05,0,0,
522.695,-165.028,-2.16176,-4.23083e-05,0,0,
522.857,-164.875,-2.16595,-4.23083e-05,0,0,
522.857,-164.875,-2.16595,-4.23083e-05,0,0,
522.897,-164.46,-2.1589,-0.000266416,0,0,
522.897,-164.46,-2.1589,-0.000266416,0,0,
522.757,-164.837,-2.13126,-0.000361516,0,0,
522.757,-164.837,-2.13126,-0.000361516,0,0,
522.849,-165.09,-2.15989,-4.23083e-05,0,0,
522.849,-165.09,-2.15989,-4.23083e-05,0,0,
523.011,-164.937,-2.16408,-4.23083e-05,0,0,
523.011,-164.937,-2.16408,-4.23083e-05,0,0,
523.051,-164.522,-2.15703,-0.000266416,0,0,
523.051,-164.522,-2.15703,-0.000266416,0,0,
522.85,-164.672,-2.13966,-0.000266416,0,0,
522.85,-164.672,-2.13966,-0.000266416,0,0,
522.91,-165.275,-2.15826,0.00036374,0,0,
522.91,-165.275,-2.15826,0.00036374,0,0,
523.164,-164.714,-2.1629,0.000797768,0,0,
523.164,-164.714,-2.1629,0.000797768,0,0,
523.233,-164.969,-2.16664,0.00036374,0,0,
523.233,-164.969,-2.16664,0.00036374,0,0,
521.989,-164.666,-2.15962,0.00139169,0,0,
521.989,-164.666,-2.15962,0.00139169,0,0,
522.901,-164.526,-2.1693,-4.23083e-05,0,0,
522.901,-164.526,-2.1693,-4.23083e-05,0,0,
522.336,-164.979,-2.13038,0.000524663,0,0,
522.336,-164.979,-2.13038,0.000524663,0,0,
523.038,-165.377,-2.16378,0.000316752,0,0,
523.038,-165.377,-2.16378,0.000316752,0,0,
522.893,-164.741,-2.16324,-4.23083e-05,0,0,
522.893,-164.741,-2.16324,-4.23083e-05,0,0,
522.961,-164.711,-2.16767,0.00036374,0,0,
522.961,-164.711,-2.16767,0.00036374,0,0,
522.49,-165.041,-2.12851,0.000524663,0,0,
522.49,-165.041,-2.12851,0.000524663,0,0,
522.757,-165.327,-2.16009,0.000586052,0,0,
522.757,-165.327,-2.16009,0.000586052,0,0,
523.047,-164.803,-2.16137,-4.23083e-05,0,0,
523.047,-164.803,-2.16137,-4.23083e-05,0,0,
523.115,-164.773,-2.1658,0.00036374,0,0,
523.115,-164.773,-2.1658,0.00036374,0,0,
521.876,-164.929,-2.15402,0.000458149,0,0,
521.876,-164.929,-2.15402,0.000458149,0,0,
522.96,-165.185,-2.17611,0.000316752,0,0,
522.96,-165.185,-2.17611,0.000316752,0,0,
522.634,-164.252,-2.14281,-0.000361516,0,0,
522.634,-164.252,-2.14281,-0.000361516,0,0,
523.033,-164.988,-2.17617,0.000316752,0,0,
523.033,-164.988,-2.17617,0.000316752,0,0,
522.465,-164.62,-2.13255,-0.000361516,0,0,
522.465,-164.62,-2.13255,-0.000361516,0,0,
523.373,-165.337,-2.17129,0.000316752,0,0,
523.373,-165.337,-2.17129,0.000316752,0,0,
522.986,-164.177,-2.14825,-0.000266416,0,0,
522.986,-164.177,-2.14825,-0.000266416,0,0,
523.01,-165.028,-2.16952,0.000586052,0,0,
523.01,-165.028,-2.16952,0.000586052,0,0,
522.816,-164.545,-2.138,-0.000266416,0,0,
522.816,-164.545,-2.138,-0.000266416,0,0,
522.976,-164.937,-2.17063,0.000586052,0,0,
522.976,-164.937,-2.17063,0.000586052,0,0,
522.54,-165.019,-2.12878,0.000524663,0,0,
522.54,-165.019,-2.12878,0.000524663,0,0,
522.807,-165.305,-2.16037,0.000586052,0,0,
522.807,-165.305,-2.16037,0.000586052,0,0,
523.097,-164.781,-2.16165,-4.23083e-05,0,0,
523.097,-164.781,-2.16165,-4.23083e-05,0,0,
523.036,-165.122,-2.169,0.00036374,0,0,
523.036,-165.122,-2.169,0.00036374,0,0,
523.049,-164.322,-2.15046,-0.000266416,0,0,
523.049,-164.322,-2.15046,-0.000266416,0,0,
522.493,-165,-2.15589,0.00036374,0,0,
522.493,-165,-2.15589,0.00036374,0,0,
522.748,-164.723,-2.15985,-4.23083e-05,0,0,
522.748,-164.723,-2.15985,-4.23083e-05,0,0,
522.78,-164.941,-2.16696,-4.23083e-05,0,0,
522.78,-164.941,-2.16696,-4.23083e-05,0,0,
522.821,-164.526,-2.1599,-0.000266416,0,0,
522.821,-164.526,-2.1599,-0.000266416,0,0,
522.681,-164.904,-2.13227,-0.000361516,0,0,
522.681,-164.904,-2.13227,-0.000361516,0,0,
522.902,-164.785,-2.15797,-4.23083e-05,0,0,
522.902,-164.785,-2.15797,-4.23083e-05,0,0,
522.841,-165.126,-2.16532,0.00036374,0,0,
522.841,-165.126,-2.16532,0.00036374,0,0,
522.975,-164.588,-2.15803,-0.000266416,0,0,
522.975,-164.588,-2.15803,-0.000266416,0,0,
522.773,-164.738,-2.14067,-0.000266416,0,0,
522.773,-164.738,-2.14067,-0.000266416,0,0,
522.927,-165.218,-2.15902,-4.23083e-05,0,0,
522.927,-165.218,-2.15902,-4.23083e-05,0,0,
523.087,-164.78,-2.1639,0.000797768,0,0,
523.087,-164.78,-2.1639,0.000797768,0,0,
523.129,-164.65,-2.15616,-0.000266416,0,0,
523.129,-164.65,-2.15616,-0.000266416,0,0,
522.541,-164.484,-2.15487,-0.000266416,0,0,
522.541,-164.484,-2.15487,-0.000266416,0,0,
522.824,-164.593,-2.17031,-4.23083e-05,0,0,
522.824,-164.593,-2.17031,-4.23083e-05,0,0,
522.563,-164.708,-2.13142,-0.000361516,0,0,
522.563,-164.708,-2.13142,-0.000361516,0,0,
523.091,-165.073,-2.16187,0.000316752,0,0,
523.091,-165.073,-2.16187,0.000316752,0,0,
522.688,-165.178,-2.16716,0.000586052,0,0,
522.688,-165.178,-2.16716,0.000586052,0,0,
522.978,-164.654,-2.16843,-4.23083e-05,0,0,
522.978,-164.654,-2.16843,-4.23083e-05,0,0,
522.655,-164.542,-2.13982,-0.000266416,0,0,
522.655,-164.542,-2.13982,-0.000266416,0,0,
522.68,-165.393,-2.1611,0.000586052,0,0,
522.68,-165.393,-2.1611,0.000586052,0,0,
522.971,-164.869,-2.16237,-4.23083e-05,0,0,
522.971,-164.869,-2.16237,-4.23083e-05,0,0,
523.039,-164.839,-2.1668,0.00036374,0,0,
523.039,-164.839,-2.1668,0.00036374,0,0,
522.81,-164.604,-2.13795,-0.000266416,0,0,
522.81,-164.604,-2.13795,-0.000266416,0,0,
522.969,-164.996,-2.17058,0.000586052,0,0,
522.969,-164.996,-2.17058,0.000586052,0,0,
522.533,-165.078,-2.12874,0.000524663,0,0,
522.533,-165.078,-2.12874,0.000524663,0,0,
522.8,-165.364,-2.16033,0.000586052,0,0,
522.8,-165.364,-2.16033,0.000586052,0,0,
523.091,-164.84,-2.1616,-4.23083e-05,0,0,
523.091,-164.84,-2.1616,-4.23083e-05,0,0,
523.159,-164.81,-2.16603,0.00036374,0,0,
523.159,-164.81,-2.16603,0.00036374,0,0,
521.919,-164.967,-2.15426,0.000458149,0,0,
521.919,-164.967,-2.15426,0.000458149,0,0,
522.603,-164.862,-2.17185,0.00036374,0,0,
522.603,-164.862,-2.17185,0.00036374,0,0,
522.677,-164.29,-2.14304,-0.000361516,0,0,
522.677,-164.29,-2.14304,-0.000361516,0,0,
522.64,-164.913,-2.17459,0.000586052,0,0,
522.64,-164.913,-2.17459,0.000586052,0,0,
522.508,-164.657,-2.13279,-0.000361516,0,0,
522.508,-164.657,-2.13279,-0.000361516,0,0,
523.416,-165.374,-2.17152,0.000316752,0,0,
523.416,-165.374,-2.17152,0.000316752,0,0,
523.029,-164.214,-2.14849,-0.000266416,0,0,
523.029,-164.214,-2.14849,-0.000266416,0,0,
523.054,-165.065,-2.16976,0.000586052,0,0,
523.054,-165.065,-2.16976,0.000586052,0,0,
522.236,-165.289,-2.13923,0.000458149,0,0,
522.236,-165.289,-2.13923,0.000458149,0,0,
523.019,-164.974,-2.17086,0.000586052,0,0,
523.019,-164.974,-2.17086,0.000586052,0,0,
522.201,-165.199,-2.14033,0.000458149,0,0,
522.201,-165.199,-2.14033,0.000458149,0,0,
522.85,-165.342,-2.16061,0.000586052,0,0,
522.85,-165.342,-2.16061,0.000586052,0,0,
523.047,-164.942,-2.16212,0.00036374,0,0,
523.047,-164.942,-2.16212,0.00036374,0,0,
523.079,-165.159,-2.16923,0.00036374,0,0,
523.079,-165.159,-2.16923,0.00036374,0,0,
523.092,-164.359,-2.15069,-0.000266416,0,0,
523.092,-164.359,-2.15069,-0.000266416,0,0,
522.532,-164.578,-2.16088,0.00036374,0,0,
522.532,-164.578,-2.16088,0.00036374,0,0,
522.964,-165.156,-2.17249,0.000316752,0,0,
522.964,-165.156,-2.17249,0.000316752,0,0,
522.698,-164.258,-2.1607,-0.000266416,0,0,
522.698,-164.258,-2.1607,-0.000266416,0,0,
522.255,-164.973,-2.13302,0.000524663,0,0,
522.255,-164.973,-2.13302,0.000524663,0,0,
522.957,-165.371,-2.16643,0.000316752,0,0,
522.957,-165.371,-2.16643,0.000316752,0,0,
522.812,-164.735,-2.16588,-4.23083e-05,0,0,
522.812,-164.735,-2.16588,-4.23083e-05,0,0,
522.852,-164.32,-2.15883,-0.000266416,0,0,
522.852,-164.32,-2.15883,-0.000266416,0,0,
522.409,-165.034,-2.13115,0.000524663,0,0,
522.409,-165.034,-2.13115,0.000524663,0,0,
522.676,-165.32,-2.16274,0.000586052,0,0,
522.676,-165.32,-2.16274,0.000586052,0,0,
522.966,-164.796,-2.16401,-4.23083e-05,0,0,
522.966,-164.796,-2.16401,-4.23083e-05,0,0,
523.034,-164.767,-2.16845,0.00036374,0,0,
523.034,-164.767,-2.16845,0.00036374,0,0,
522.563,-165.096,-2.12928,0.000524663,0,0,
522.563,-165.096,-2.12928,0.000524663,0,0,
522.83,-165.382,-2.16087,0.000586052,0,0,
522.83,-165.382,-2.16087,0.000586052,0,0,
523.121,-164.858,-2.16214,-4.23083e-05,0,0,
523.121,-164.858,-2.16214,-4.23083e-05,0,0,
523.189,-164.828,-2.16657,0.00036374,0,0,
523.189,-164.828,-2.16657,0.00036374,0,0,
521.949,-164.985,-2.1548,0.000458149,0,0,
521.949,-164.985,-2.1548,0.000458149,0,0,
522.633,-164.88,-2.17239,0.00036374,0,0,
522.633,-164.88,-2.17239,0.00036374,0,0,
522.769,-164.535,-2.13331,-0.000361516,0,0,
522.769,-164.535,-2.13331,-0.000361516,0,0,
522.732,-165.158,-2.16485,0.000586052,0,0,
522.732,-165.158,-2.16485,0.000586052,0,0,
522.929,-164.758,-2.16637,0.00036374,0,0,
522.929,-164.758,-2.16637,0.00036374,0,0,
522.727,-164.907,-2.149,0.00036374,0,0,
522.727,-164.907,-2.149,0.00036374,0,0,
522.859,-164.915,-2.17015,0.000586052,0,0,
522.859,-164.915,-2.17015,0.000586052,0,0,
522.423,-164.996,-2.12831,0.000524663,0,0,
522.423,-164.996,-2.12831,0.000524663,0,0,
522.69,-165.282,-2.15989,0.000586052,0,0,
522.69,-165.282,-2.15989,0.000586052,0,0,
522.851,-165.129,-2.16409,-4.23083e-05,0,0,
522.851,-165.129,-2.16409,-4.23083e-05,0,0,
522.892,-164.714,-2.15703,-0.000266416,0,0,
522.892,-164.714,-2.15703,-0.000266416,0,0,
522.932,-164.3,-2.14998,-0.000266416,0,0,
522.932,-164.3,-2.14998,-0.000266416,0,0,
522.957,-165.15,-2.17125,0.000586052,0,0,
522.957,-165.15,-2.17125,0.000586052,0,0,
522.763,-164.667,-2.13972,-0.000266416,0,0,
522.763,-164.667,-2.13972,-0.000266416,0,0,
522.823,-165.27,-2.15832,0.00036374,0,0,
522.823,-165.27,-2.15832,0.00036374,0,0,
523.078,-164.994,-2.16227,-4.23083e-05,0,0,
523.078,-164.994,-2.16227,-4.23083e-05,0,0,
523.146,-164.964,-2.16671,0.00036374,0,0,
523.146,-164.964,-2.16671,0.00036374,0,0,
521.907,-165.121,-2.15493,0.000458149,0,0,
521.907,-165.121,-2.15493,0.000458149,0,0,
522.814,-164.522,-2.16936,-4.23083e-05,0,0,
522.814,-164.522,-2.16936,-4.23083e-05,0,0,
522.249,-164.975,-2.13044,0.000524663,0,0,
522.249,-164.975,-2.13044,0.000524663,0,0,
522.951,-165.373,-2.16385,0.000316752,0,0,
522.951,-165.373,-2.16385,0.000316752,0,0,
522.806,-164.737,-2.1633,-4.23083e-05,0,0,
522.806,-164.737,-2.1633,-4.23083e-05,0,0,
522.745,-165.078,-2.17065,0.00036374,0,0,
522.745,-165.078,-2.17065,0.00036374,0,0,
522.758,-164.278,-2.15211,-0.000266416,0,0,
522.758,-164.278,-2.15211,-0.000266416,0,0,
522.818,-164.881,-2.17071,0.00036374,0,0,
522.818,-164.881,-2.17071,0.00036374,0,0,
522.65,-164.873,-2.13159,-0.000361516,0,0,
522.65,-164.873,-2.13159,-0.000361516,0,0,
522.743,-165.125,-2.16021,-4.23083e-05,0,0,
522.743,-165.125,-2.16021,-4.23083e-05,0,0,
522.904,-164.972,-2.16441,-4.23083e-05,0,0,
522.904,-164.972,-2.16441,-4.23083e-05,0,0,
522.944,-164.557,-2.15735,-0.000266416,0,0,
522.944,-164.557,-2.15735,-0.000266416,0,0,
522.743,-164.707,-2.13999,-0.000266416,0,0,
522.743,-164.707,-2.13999,-0.000266416,0,0,
522.897,-165.187,-2.15834,-4.23083e-05,0,0,
522.897,-165.187,-2.15834,-4.23083e-05,0,0,
523.057,-164.75,-2.16322,0.000797768,0,0,
523.057,-164.75,-2.16322,0.000797768,0,0,
523.099,-164.619,-2.15548,-0.000266416,0,0,
523.099,-164.619,-2.15548,-0.000266416,0,0,
521.882,-164.702,-2.15995,0.00139169,0,0,
521.882,-164.702,-2.15995,0.00139169,0,0,
522.794,-164.562,-2.16963,-4.23083e-05,0,0,
522.794,-164.562,-2.16963,-4.23083e-05,0,0,
522.229,-165.014,-2.1307,0.000524663,0,0,
522.229,-165.014,-2.1307,0.000524663,0,0,
522.931,-165.413,-2.16411,0.000316752,0,0,
522.931,-165.413,-2.16411,0.000316752,0,0,
522.786,-164.777,-2.16356,-4.23083e-05,0,0,
522.786,-164.777,-2.16356,-4.23083e-05,0,0,
522.725,-165.118,-2.17091,0.00036374,0,0,
522.725,-165.118,-2.17091,0.00036374,0,0,
522.65,-164.256,-2.14349,-0.000266416,0,0,
522.65,-164.256,-2.14349,-0.000266416,0,0,
522.674,-165.107,-2.16476,0.000586052,0,0,
522.674,-165.107,-2.16476,0.000586052,0,0,
522.742,-165.077,-2.16919,0.00036374,0,0,
522.742,-165.077,-2.16919,0.00036374,0,0,
522.755,-164.277,-2.15065,-0.000266416,0,0,
522.755,-164.277,-2.15065,-0.000266416,0,0,
522.815,-164.88,-2.16925,0.00036374,0,0,
522.815,-164.88,-2.16925,0.00036374,0,0,
522.586,-164.645,-2.1404,-0.000266416,0,0,
522.586,-164.645,-2.1404,-0.000266416,0,0,
522.74,-165.125,-2.15875,-4.23083e-05,0,0,
522.74,-165.125,-2.15875,-4.23083e-05,0,0,
522.901,-164.972,-2.16295,-4.23083e-05,0,0,
522.901,-164.972,-2.16295,-4.23083e-05,0,0,
523.063,-164.819,-2.16714,-4.23083e-05,0,0,
523.063,-164.819,-2.16714,-4.23083e-05,0,0,
522.74,-164.706,-2.13853,-0.000266416,0,0,
522.74,-164.706,-2.13853,-0.000266416,0,0,
522.935,-164.851,-2.16848,0.00036374,0,0,
522.935,-164.851,-2.16848,0.00036374,0,0,
522.705,-164.616,-2.13963,-0.000266416,0,0,
522.705,-164.616,-2.13963,-0.000266416,0,0,
522.73,-165.466,-2.1609,0.000586052,0,0,
522.73,-165.466,-2.1609,0.000586052,0,0,
523.021,-164.943,-2.16218,-4.23083e-05,0,0,
523.021,-164.943,-2.16218,-4.23083e-05,0,0,
523.089,-164.913,-2.16661,0.00036374,0,0,
523.089,-164.913,-2.16661,0.00036374,0,0,
521.849,-165.069,-2.15483,0.000458149,0,0,
521.849,-165.069,-2.15483,0.000458149,0,0,
522.533,-164.965,-2.17243,0.00036374,0,0,
522.533,-164.965,-2.17243,0.00036374,0,0,
522.607,-164.392,-2.14362,-0.000361516,0,0,
522.607,-164.392,-2.14362,-0.000361516,0,0,
522.606,-164.768,-2.17248,0.00036374,0,0,
522.606,-164.768,-2.17248,0.00036374,0,0,
522.438,-164.76,-2.13336,-0.000361516,0,0,
522.438,-164.76,-2.13336,-0.000361516,0,0,
522.966,-165.124,-2.16381,0.000316752,0,0,
522.966,-165.124,-2.16381,0.000316752,0,0,
522.599,-164.982,-2.16642,0.00036374,0,0,
522.599,-164.982,-2.16642,0.00036374,0,0,
522.733,-164.444,-2.15913,-0.000266416,0,0,
522.733,-164.444,-2.15913,-0.000266416,0,0,
522.593,-164.821,-2.13149,-0.000361516,0,0,
